Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
74,Zian Flemming,nl NED,FW,Burnley,eng Premier League,27-155,1998,15,8,667,7.4,0.68,0.00,0.68,0.41,0.27,0.27,0.41,0.00,0.43,0.22,0.03,0.24,0.14,1.49,3.78,0.67,0.00,0.67,0.40,0.40,0.43,0.03,0.46,0.22,0.25,Matches
75,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-317,1997,16,16,"1,169",13.0,0.38,0.08,0.46,0.38,0.00,0.00,0.08,0.00,0.30,0.30,0.15,0.45,2.62,1.62,6.54,0.38,0.08,0.46,0.38,0.46,0.30,0.14,0.44,0.30,0.44,Matches
76,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24-354,2001,16,15,"1,35",15.0,0.33,0.07,0.40,0.33,0.00,0.00,0.00,0.00,0.21,0.21,0.13,0.34,04.07,4.67,6.53,0.33,0.07,0.40,0.33,0.40,0.21,0.13,0.34,0.20,0.34,Matches
77,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,de Bundesliga,32-271,1993,15,10,795,8.8,0.57,0.11,0.68,0.23,0.34,0.34,0.00,0.00,0.43,0.16,0.42,0.58,2.39,4.20,5.11,0.57,0.11,0.68,0.23,0.34,0.43,0.42,0.84,0.16,0.57,Matches
78,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29-297,1996,14,14,"1,185",13.2,0.38,0.08,0.45,0.38,0.00,0.08,0.15,0.00,0.55,0.49,0.09,0.58,1.36,1.21,5.61,0.38,0.08,0.46,0.38,0.46,0.56,0.09,0.64,0.50,0.59,Matches
79,Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27-213,1998,17,14,"1,162",12.9,0.39,0.00,0.39,0.23,0.16,0.16,0.23,0.00,0.50,0.37,0.09,0.46,0.93,01.09,5.66,0.39,0.00,0.39,0.23,0.23,0.49,0.09,0.58,0.37,0.46,Matches
80,Gauthier Hein,fr FRA,MF,Metz,fr Ligue 1,29-149,1996,14,13,"1,179",13.1,0.38,0.23,0.61,0.15,0.23,0.23,0.23,0.08,0.31,0.13,0.16,0.29,03.05,6.41,4.89,0.38,0.23,0.61,0.15,0.38,0.31,0.16,0.47,0.13,0.29,Matches
81,Hamza Igamane,ma MAR,"FW,MF",Lille,fr Ligue 1,23-062,2002,13,4,432,4.8,01.04,0.21,1.25,01.04,0.00,0.00,0.42,0.00,0.75,0.75,0.10,0.85,2.92,4.79,5.21,01.04,0.21,1.25,01.04,1.25,0.74,0.10,0.85,0.74,0.85,Matches
82,Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,32-351,1993,16,10,923,10.3,0.49,0.19,0.68,0.39,0.10,0.10,0.29,0.00,0.39,0.31,0.13,0.44,0.78,2.14,4.27,0.49,0.20,0.68,0.39,0.59,0.39,0.13,0.52,0.31,0.44,Matches
83,Eli Junior Kroupi,fr FRA,"FW,MF",Bournemouth,eng Premier League,19-194,2006,14,6,496,5.5,0.91,0.00,0.91,0.91,0.00,0.00,0.18,0.00,0.51,0.51,0.07,0.58,01.09,0.18,5.82,0.91,0.00,0.91,0.91,0.91,0.51,0.08,0.59,0.51,0.59,Matches
84,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,25-175,2000,18,15,"1,325",14.7,0.34,0.34,0.68,0.27,0.07,0.14,0.20,0.00,0.44,0.33,0.23,0.56,7.89,4.29,14.6,0.34,0.34,0.68,0.27,0.61,0.43,0.23,0.66,0.33,0.56,Matches
85,Jakub Kamiński,pl POL,"MF,FW",Köln,de Bundesliga,23-212,2002,15,15,"1,345",14.9,0.34,0.07,0.40,0.34,0.00,0.00,0.00,0.00,0.19,0.19,0.17,0.38,2.15,3.15,5.17,0.33,0.07,0.40,0.33,0.40,0.20,0.18,0.37,0.20,0.37,Matches
86,Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,23-332,2002,14,12,995,11.1,0.45,0.09,0.54,0.36,0.09,0.09,0.09,0.00,0.40,0.32,0.12,0.44,02.07,1.98,8.38,0.45,0.09,0.54,0.36,0.45,0.40,0.12,0.52,0.33,0.44,Matches
87,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-188,1997,17,15,"1,219",13.5,0.37,0.00,0.37,0.30,0.07,0.07,0.30,0.00,0.20,0.14,0.10,0.25,0.44,3.78,2.89,0.37,0.00,0.37,0.30,0.30,0.20,0.11,0.31,0.14,0.25,Matches
88,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-300,2000,19,17,"1,459",16.2,0.31,0.19,0.49,0.31,0.00,0.00,0.12,0.00,0.19,0.19,0.25,0.43,4.75,03.02,8.83,0.31,0.19,0.49,0.31,0.49,0.19,0.25,0.43,0.19,0.43,Matches
89,João Neves,pt POR,MF,Paris S-G,fr Ligue 1,21-098,2004,9,7,634,7.0,0.71,0.14,0.86,0.71,0.00,0.00,0.00,0.00,0.21,0.21,0.21,0.43,1.71,5.43,3.86,0.71,0.14,0.85,0.71,0.85,0.21,0.21,0.43,0.21,0.43,Matches
90,Mikel Oyarzabal,es ESP,FW,Real Sociedad,es La Liga,28-257,1997,14,14,"1,227",13.6,0.37,0.22,0.59,0.15,0.22,0.22,0.07,0.00,0.48,0.31,0.26,0.57,2.13,3.16,5.59,0.37,0.22,0.59,0.15,0.37,0.48,0.26,0.74,0.31,0.57,Matches
91,Pablo Pagis,fr FRA,"MF,FW",Lorient,fr Ligue 1,23-005,2002,13,9,712,7.9,0.63,0.00,0.63,0.51,0.13,0.13,0.13,0.00,0.37,0.27,0.16,0.43,02.03,2.78,05.06,0.63,0.00,0.63,0.51,0.51,0.37,0.16,0.53,0.27,0.43,Matches
92,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30-359,1995,15,7,733,8.1,0.62,0.25,0.86,0.62,0.00,0.00,0.25,0.00,0.36,0.36,0.12,0.49,1.48,3.95,4.20,0.61,0.25,0.86,0.61,0.86,0.36,0.13,0.49,0.36,0.49,Matches
93,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,27-002,1999,11,7,694,7.7,0.65,0.00,0.65,0.52,0.13,0.13,0.13,0.00,0.47,0.38,0.06,0.44,0.91,3.25,7.40,0.65,0.00,0.65,0.52,0.52,0.47,0.06,0.54,0.38,0.44,Matches
94,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-263,2003,17,16,"1,182",13.1,0.38,0.23,0.61,0.38,0.00,0.00,0.08,0.00,0.18,0.18,0.15,0.33,3.97,4.66,8.17,0.38,0.23,0.61,0.38,0.61,0.18,0.14,0.32,0.18,0.32,Matches
95,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,29-056,1996,13,13,"1,1",12.2,0.41,0.08,0.49,0.41,0.00,0.00,0.25,0.00,0.24,0.24,0.07,0.30,0.49,3.28,1.72,0.41,0.08,0.49,0.41,0.49,0.23,0.06,0.30,0.23,0.30,Matches
96,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,32-342,1993,17,16,"1,318",14.6,0.34,0.14,0.48,0.27,0.07,0.14,0.27,0.00,0.44,0.34,0.27,0.60,4.52,6.78,8.97,0.34,0.14,0.48,0.27,0.41,0.44,0.27,0.71,0.33,0.60,Matches
97,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,31-030,1994,15,11,"1,044",11.6,0.43,0.34,0.78,0.43,0.00,0.00,0.00,0.00,0.34,0.34,0.19,0.53,3.19,04.05,10.0,0.43,0.34,0.78,0.43,0.78,0.34,0.19,0.53,0.34,0.53,Matches
98,Can Uzun,tr TUR,MF,Eint Frankfurt,de Bundesliga,20-053,2005,11,9,651,7.2,0.69,0.42,1.11,0.69,0.00,0.00,0.28,0.00,0.24,0.24,0.28,0.51,1.67,6.25,6.39,0.69,0.41,1.11,0.69,1.11,0.24,0.27,0.51,0.24,0.51,Matches
99,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,28-091,1997,17,16,"1,259",14.0,0.36,0.14,0.50,0.14,0.21,0.21,0.21,0.00,0.27,0.10,0.08,0.18,1.93,4.64,4.64,0.36,0.14,0.50,0.14,0.29,0.27,0.08,0.35,0.10,0.18,Matches
100,Harry Wilson,wls WAL,FW,Fulham,eng Premier League,28-287,1997,18,16,"1,323",14.7,0.34,0.27,0.61,0.34,0.00,0.00,0.27,0.00,0.18,0.18,0.16,0.35,01.09,2.59,6.80,0.34,0.27,0.61,0.34,0.61,0.19,0.17,0.35,0.19,0.35,Matches
101,Karim Adeyemi,de GER,"MF,FW",Dortmund,de Bundesliga,23-350,2002,15,10,735,8.2,0.49,0.12,0.61,0.49,0.00,0.00,0.24,0.00,0.33,0.33,0.20,0.51,03.05,2.32,9.39,0.49,0.12,0.61,0.49,0.61,0.33,0.19,0.52,0.33,0.52,Matches
102,Jaidon Anthony,eng ENG,"MF,FW",Burnley,eng Premier League,26-033,1999,18,14,"1,143",12.7,0.31,0.08,0.39,0.31,0.00,0.00,0.24,0.00,0.19,0.19,0.05,0.23,1.97,1.42,5.20,0.31,0.08,0.39,0.31,0.39,0.19,0.05,0.23,0.19,0.23,Matches
103,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24-184,2001,12,8,754,8.4,0.48,0.12,0.60,0.36,0.12,0.12,0.00,0.12,0.60,0.51,0.17,0.68,2.26,1.90,8.21,0.48,0.12,0.60,0.36,0.48,0.60,0.17,0.77,0.51,0.68,Matches
104,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,23-078,2002,13,8,701,7.8,0.51,0.26,0.77,0.51,0.00,0.00,0.26,0.00,0.42,0.42,0.14,0.56,1.54,1.92,9.49,0.51,0.26,0.77,0.51,0.77,0.42,0.14,0.56,0.42,0.56,Matches
105,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-188,2003,14,11,"1,012",11.2,0.36,0.27,0.63,0.36,0.00,0.00,0.09,0.00,0.39,0.39,0.21,0.61,2.32,8.93,5.00,0.36,0.27,0.62,0.36,0.62,0.40,0.21,0.60,0.40,0.60,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
106,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-155,1994,11,11,894,9.9,0.40,0.30,0.71,0.20,0.20,0.20,0.20,0.00,0.29,0.13,0.16,0.29,1.82,4.24,5.76,0.40,0.30,0.70,0.20,0.50,0.29,0.16,0.45,0.13,0.29,Matches
107,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,22-070,2003,12,5,437,4.9,0.82,0.61,1.43,0.82,0.00,0.00,0.00,0.00,0.37,0.37,0.37,0.71,02.04,2.45,8.57,0.82,0.62,1.44,0.82,1.44,0.36,0.37,0.73,0.36,0.73,Matches
108,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29-246,1996,12,7,672,7.5,0.53,0.27,0.80,0.53,0.00,0.00,0.00,0.00,0.41,0.41,0.27,0.68,1.47,3.47,8.67,0.54,0.27,0.80,0.54,0.80,0.41,0.27,0.68,0.41,0.68,Matches
109,Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,29-009,1996,17,8,675,7.5,0.53,0.27,0.80,0.53,0.00,0.00,0.27,0.00,0.20,0.20,0.17,0.39,2.27,4.93,3.60,0.53,0.27,0.80,0.53,0.80,0.20,0.18,0.38,0.20,0.38,Matches
110,Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28-271,1997,14,10,784,8.7,0.46,0.00,0.46,0.46,0.00,0.00,0.23,0.00,0.26,0.26,0.05,0.31,1.61,1.95,6.44,0.46,0.00,0.46,0.46,0.46,0.26,0.05,0.31,0.26,0.31,Matches
111,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,33-314,1992,17,16,"1,138",12.6,0.32,0.08,0.40,0.32,0.00,0.00,0.56,0.08,0.22,0.22,0.07,0.29,0.71,5.24,1.59,0.32,0.08,0.40,0.32,0.40,0.22,0.07,0.29,0.22,0.29,Matches
112,Santiago Castro,ar ARG,FW,Bologna,it Serie A,21-096,2004,14,9,899,10.0,0.40,0.10,0.50,0.40,0.00,0.00,0.10,0.00,0.28,0.28,0.08,0.37,0.60,1.40,5.00,0.40,0.10,0.50,0.40,0.50,0.28,0.08,0.37,0.28,0.37,Matches
113,Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,19-019,2006,16,12,979,10.9,0.37,0.00,0.37,0.37,0.00,0.00,0.28,0.00,0.27,0.27,0.04,0.30,2.84,1.56,5.69,0.37,0.00,0.37,0.37,0.37,0.27,0.04,0.31,0.27,0.31,Matches
114,Kevin De Bruyne,be BEL,MF,Napoli,it Serie A,34-189,1991,8,7,566,6.3,0.63,0.00,0.63,0.16,0.48,0.48,0.16,0.00,0.52,0.14,0.24,0.38,2.70,6.83,5.24,0.64,0.00,0.64,0.16,0.16,0.52,0.23,0.75,0.15,0.38,Matches
115,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,eng Premier League,27-119,1998,15,15,"1,257",14.0,0.29,0.14,0.43,0.29,0.00,0.00,0.36,0.00,0.11,0.11,0.21,0.32,1.64,5.21,4.14,0.29,0.14,0.43,0.29,0.43,0.11,0.21,0.32,0.11,0.32,Matches
116,Ritsu Doan,jp JPN,"FW,MF",Eint Frankfurt,de Bundesliga,27-201,1998,15,15,"1,228",13.6,0.29,0.29,0.59,0.29,0.00,0.00,0.07,0.00,0.18,0.18,0.23,0.40,1.76,04.04,8.16,0.29,0.29,0.59,0.29,0.59,0.18,0.23,0.40,0.18,0.40,Matches
117,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27-187,1998,15,15,"1,35",15.0,0.27,0.00,0.27,0.27,0.00,0.00,0.13,0.00,0.17,0.17,0.03,0.20,0.33,2.27,0.53,0.27,0.00,0.27,0.27,0.27,0.17,0.03,0.20,0.17,0.20,Matches
118,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22-319,2003,12,12,912,10.1,0.40,0.20,0.59,0.40,0.00,0.00,0.40,0.00,0.26,0.26,0.18,0.44,1.19,3.66,3.37,0.39,0.20,0.59,0.39,0.59,0.26,0.18,0.44,0.26,0.44,Matches
119,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26-154,1999,16,7,767,8.5,0.47,0.00,0.47,0.47,0.00,0.00,0.00,0.00,0.29,0.29,0.09,0.39,1.29,2.47,5.18,0.47,0.00,0.47,0.47,0.47,0.29,0.10,0.39,0.29,0.39,Matches
120,Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,28-323,1997,13,10,856,9.5,0.42,0.11,0.53,0.42,0.00,0.00,0.11,0.00,0.34,0.34,0.03,0.37,0.74,1.37,4.63,0.42,0.11,0.53,0.42,0.53,0.33,0.03,0.37,0.33,0.37,Matches
121,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-334,2003,7,4,414,4.6,0.87,0.43,1.30,0.87,0.00,0.00,0.65,0.00,0.76,0.76,0.26,01.02,0.87,0.22,2.83,0.87,0.43,1.30,0.87,1.30,0.77,0.26,01.03,0.77,01.03,Matches
122,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27-188,1998,14,11,910,10.1,0.40,0.20,0.59,0.40,0.00,0.00,0.00,0.00,0.23,0.23,0.12,0.35,2.38,4.16,4.36,0.40,0.20,0.59,0.40,0.59,0.22,0.12,0.34,0.22,0.34,Matches
123,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,23-184,2002,17,13,"1,213",13.5,0.30,0.15,0.44,0.22,0.07,0.07,0.07,0.00,0.33,0.27,0.22,0.50,0.74,0.96,3.78,0.30,0.15,0.45,0.22,0.37,0.34,0.22,0.56,0.28,0.50,Matches
124,Pablo Fornals,es ESP,MF,Betis,es La Liga,29-315,1996,17,17,"1,389",15.4,0.26,0.26,0.52,0.26,0.00,0.00,0.06,0.00,0.14,0.14,0.21,0.35,1.62,7.86,05.06,0.26,0.26,0.52,0.26,0.52,0.14,0.21,0.35,0.14,0.35,Matches
125,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,26-241,1999,17,13,"1,166",13.0,0.31,0.23,0.54,0.31,0.00,0.00,0.00,0.00,0.32,0.32,0.28,0.61,4.31,3.15,11.1,0.31,0.23,0.54,0.31,0.54,0.32,0.29,0.61,0.32,0.61,Matches
126,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39-095,1986,14,12,"1,022",11.4,0.35,0.09,0.44,0.26,0.09,0.18,0.09,0.00,0.48,0.35,0.12,0.47,0.44,0.88,3.77,0.35,0.09,0.44,0.26,0.35,0.49,0.12,0.61,0.35,0.47,Matches
127,Serge Gnabry,de GER,"MF,FW",Bayern Munich,de Bundesliga,30-173,1995,12,8,649,7.2,0.56,0.69,1.25,0.56,0.00,0.00,0.14,0.00,0.40,0.40,0.36,0.76,2.22,4.58,7.92,0.55,0.69,1.25,0.55,1.25,0.40,0.36,0.76,0.40,0.76,Matches
128,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23-232,2002,17,17,"1,501",16.7,0.24,0.12,0.36,0.24,0.00,0.00,0.18,0.00,0.06,0.06,0.09,0.15,2.40,5.63,1.68,0.24,0.12,0.36,0.24,0.36,0.06,0.09,0.15,0.06,0.15,Matches
129,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,30-105,1995,11,11,929,10.3,0.39,0.29,0.68,0.29,0.10,0.10,0.19,0.00,0.25,0.17,0.28,0.46,3.30,5.53,5.63,0.39,0.29,0.68,0.29,0.58,0.25,0.28,0.53,0.17,0.45,Matches
130,Andreas Hountondji,bj BEN,"FW,MF",St. Pauli,de Bundesliga,23-176,2002,12,9,610,6.8,0.59,0.00,0.59,0.59,0.00,0.15,0.15,0.00,0.26,0.13,0.01,0.16,2.50,1.18,8.53,0.59,0.00,0.59,0.59,0.59,0.27,0.02,0.29,0.14,0.16,Matches
131,Wilson Isidor,fr FRA,FW,Sunderland,eng Premier League,25-129,2000,19,11,977,10.9,0.37,0.00,0.37,0.37,0.00,0.00,0.09,0.00,0.31,0.31,0.00,0.31,0.83,0.83,04.04,0.37,0.00,0.37,0.37,0.37,0.31,0.00,0.31,0.31,0.31,Matches
132,Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,34-243,1991,18,14,"1,136",12.6,0.32,0.16,0.48,0.24,0.08,0.08,0.24,0.00,0.40,0.34,0.07,0.41,0.56,1.98,4.13,0.32,0.16,0.48,0.24,0.40,0.40,0.07,0.48,0.34,0.41,Matches
133,Moise Kean,it ITA,FW,Fiorentina,it Serie A,25-309,2000,16,16,"1,406",15.6,0.26,0.06,0.32,0.19,0.06,0.06,0.13,0.00,0.63,0.58,0.00,0.58,1.67,0.64,4.55,0.26,0.06,0.32,0.19,0.26,0.63,0.00,0.63,0.58,0.58,Matches
134,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,22-237,2003,12,7,649,7.2,0.56,0.28,0.83,0.56,0.00,0.00,0.14,0.00,0.33,0.33,0.39,0.71,2.22,4.72,6.53,0.55,0.28,0.83,0.55,0.83,0.33,0.38,0.71,0.33,0.71,Matches
135,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26-121,1999,16,15,"1,172",13.0,0.31,0.00,0.31,0.31,0.00,0.08,0.23,0.00,0.27,0.22,0.09,0.31,01.08,1.62,4.38,0.31,0.00,0.31,0.31,0.31,0.27,0.09,0.36,0.21,0.30,Matches
136,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-359,1999,19,5,630,7.0,0.57,0.14,0.71,0.57,0.00,0.00,0.00,0.00,0.57,0.57,0.06,0.64,1.86,2.00,5.00,0.57,0.14,0.71,0.57,0.71,0.58,0.06,0.64,0.58,0.64,Matches
137,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-273,1997,14,12,"1,041",11.6,0.34,0.09,0.43,0.34,0.00,0.09,0.00,0.00,0.25,0.18,0.02,0.20,0.26,2.33,3.10,0.35,0.09,0.43,0.35,0.43,0.25,0.02,0.27,0.18,0.20,Matches
138,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-271,1992,7,7,437,4.9,0.82,0.00,0.82,0.61,0.20,0.20,0.00,0.00,0.41,0.24,0.29,0.53,2.65,6.12,5.31,0.82,0.00,0.82,0.62,0.62,0.41,0.29,0.70,0.25,0.54,Matches
139,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,25-303,2000,16,16,"1,341",14.9,0.27,0.13,0.40,0.20,0.07,0.07,0.13,0.00,0.21,0.16,0.17,0.34,3.56,1.74,6.51,0.27,0.13,0.40,0.20,0.34,0.21,0.18,0.39,0.16,0.34,Matches
140,Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,27-020,1998,16,6,583,6.5,0.62,0.00,0.62,0.46,0.15,0.31,0.00,0.00,0.66,0.40,0.03,0.42,01.08,0.77,4.77,0.62,0.00,0.62,0.46,0.46,0.66,0.02,0.68,0.40,0.42,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
141,Dani Olmo,es ESP,MF,Barcelona,es La Liga,27-241,1998,13,8,834,9.3,0.43,0.22,0.65,0.43,0.00,0.00,0.00,0.00,0.35,0.35,0.25,0.60,02.04,5.70,6.45,0.43,0.22,0.65,0.43,0.65,0.36,0.24,0.60,0.36,0.60,Matches
142,Gift Orban,ng NGA,FW,Hellas Verona,it Serie A,23-170,2002,13,10,927,10.3,0.39,0.10,0.49,0.29,0.10,0.10,0.29,0.00,0.66,0.58,0.07,0.66,1.26,1.46,6.12,0.39,0.10,0.49,0.29,0.39,0.66,0.07,0.73,0.59,0.66,Matches
143,Lucas Paquetá,br BRA,"MF,FW",West Ham,eng Premier League,28-129,1997,17,17,"1,449",16.1,0.25,0.06,0.31,0.12,0.12,0.12,0.43,0.06,0.17,0.08,0.14,0.22,0.62,5.84,3.48,0.25,0.06,0.31,0.12,0.19,0.18,0.15,0.32,0.08,0.22,Matches
144,Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,24-308,2001,16,16,"1,369",15.2,0.26,0.07,0.33,0.20,0.07,0.07,0.20,0.00,0.24,0.18,0.08,0.26,0.72,1.32,3.16,0.26,0.07,0.33,0.20,0.26,0.23,0.08,0.31,0.18,0.26,Matches
145,Rayan Philippe,fr FRA,"FW,MF",Hamburger SV,de Bundesliga,25-072,2000,15,10,919,10.2,0.39,0.00,0.39,0.39,0.00,0.10,0.20,0.00,0.37,0.29,0.11,0.39,1.96,1.57,5.39,0.39,0.00,0.39,0.39,0.39,0.37,0.10,0.47,0.29,0.40,Matches
146,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,26-229,1999,16,16,"1,304",14.5,0.28,0.14,0.41,0.28,0.00,0.07,0.07,0.00,0.29,0.23,0.10,0.33,0.55,01.03,4.14,0.28,0.14,0.41,0.28,0.41,0.29,0.10,0.40,0.22,0.33,Matches
147,Ernest Poku,nl NED,"MF,DF",Leverkusen,de Bundesliga,21-340,2004,13,9,800,8.9,0.45,0.22,0.67,0.45,0.00,0.00,0.00,0.00,0.20,0.20,0.12,0.34,6.18,1.91,8.20,0.45,0.23,0.68,0.45,0.68,0.21,0.13,0.33,0.21,0.33,Matches
148,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,24-197,2001,16,8,788,8.8,0.45,0.00,0.45,0.34,0.11,0.11,0.23,0.00,0.59,0.50,0.05,0.55,0.80,0.80,4.20,0.46,0.00,0.46,0.34,0.34,0.59,0.05,0.64,0.50,0.55,Matches
149,Tijjani Reijnders,nl NED,MF,Manchester City,eng Premier League,27-158,1998,18,14,"1,177",13.1,0.31,0.15,0.46,0.31,0.00,0.00,0.15,0.00,0.27,0.27,0.17,0.44,2.52,3.97,4.12,0.31,0.15,0.46,0.31,0.46,0.27,0.17,0.43,0.27,0.43,Matches
150,Iván Romero,es ESP,FW,Levante,es La Liga,24-268,2001,13,12,972,10.8,0.37,0.00,0.37,0.37,0.00,0.00,0.19,0.00,0.41,0.41,0.09,0.50,1.39,1.67,4.72,0.37,0.00,0.37,0.37,0.37,0.41,0.09,0.50,0.41,0.50,Matches
151,Rômulo,br BRA,FW,RB Leipzig,de Bundesliga,23-329,2002,11,10,874,9.7,0.41,0.31,0.72,0.41,0.00,0.00,0.00,0.00,0.48,0.48,0.14,0.63,0.82,2.47,4.12,0.41,0.31,0.72,0.41,0.72,0.48,0.14,0.63,0.48,0.63,Matches
152,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,24-120,2001,17,15,"1,321",14.7,0.27,0.14,0.41,0.20,0.07,0.07,0.07,0.00,0.35,0.30,0.30,0.60,05.03,2.59,12.9,0.27,0.14,0.41,0.20,0.34,0.35,0.30,0.65,0.30,0.60,Matches
153,Mohamed Salah,eg EGY,"FW,MF",Liverpool,eng Premier League,33-202,1992,14,12,"1,183",13.1,0.31,0.23,0.53,0.23,0.08,0.08,0.08,0.00,0.34,0.29,0.23,0.51,3.89,4.81,12.9,0.30,0.23,0.53,0.23,0.46,0.35,0.22,0.57,0.29,0.51,Matches
154,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,26-073,1999,12,10,831,9.2,0.43,0.00,0.43,0.43,0.00,0.00,0.11,0.00,0.13,0.13,0.08,0.20,01.09,4.24,3.80,0.43,0.00,0.43,0.43,0.43,0.13,0.07,0.20,0.13,0.20,Matches
155,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-250,1994,10,1,386,4.3,0.93,0.23,1.16,0.93,0.00,0.00,0.23,0.00,0.81,0.81,0.42,1.23,0.70,02.09,5.58,0.93,0.23,1.17,0.93,1.17,0.82,0.42,1.24,0.82,1.24,Matches
156,André Silva,pt POR,FW,Elche,es La Liga,30-058,1995,14,9,770,8.6,0.47,0.00,0.47,0.47,0.00,0.00,0.00,0.00,0.48,0.48,0.13,0.62,1.98,3.49,5.47,0.47,0.00,0.47,0.47,0.47,0.48,0.13,0.61,0.48,0.61,Matches
157,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-182,1995,14,11,901,10.0,0.40,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.38,0.38,0.16,0.55,1.70,1.30,6.10,0.40,0.00,0.40,0.40,0.40,0.38,0.16,0.55,0.38,0.55,Matches
158,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,25-000,2001,16,7,664,7.4,0.54,0.27,0.81,0.54,0.00,0.14,0.27,0.00,0.66,0.53,0.12,0.65,1.22,1.49,4.19,0.54,0.27,0.81,0.54,0.81,0.66,0.12,0.78,0.53,0.65,Matches
159,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,30-029,1995,17,8,814,9.0,0.44,0.00,0.44,0.44,0.00,0.00,0.33,0.11,0.42,0.42,0.06,0.48,2.33,1.22,5.78,0.44,0.00,0.44,0.44,0.44,0.42,0.06,0.47,0.42,0.47,Matches
